Row Labels,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment,,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment
MN2608,1.2,1,1,44625.02,,,,,
MN2609,2.2,2,0.4,39047.15,,,,,
MO0022,15.4,11.8,0,40123.96,,,,,
MO0033,0.75,0.5,0,34222.36,,,,,
MO0035,5.2,3.2,0.2,37697.04,,,,,
MO0039,76.4,61.2,4.6,112496.74,,,,,
MO0050,92.8,72.2,1,81784.42,,,,,
MO0095,235,194.2,1.2,146945.36,,,,,
MO0096,0,0,0,0,,,,,
MO0106,561,428,14.4,403854.03,,,,,
MO0121,11,10.2,1.4,53411.41,,,,,
MO0127,535.4,445.2,13.8,404992.2,,,,,
MO0134,39.2,33,5,101804.91,,,,,
MO0147,40.8,33.8,1,61648.18,,,,,
MO0531,15.75,13.5,1.75,58704.26,,,,,
MO0532,7,4.25,0,36231.74,,,,,
MO0533,2.25,2.25,0,35108.15,,,,,
MO0534,0.25,0.25,0,34085.35,,,,,
MO0544,2.75,2,0.75,42619.38,,,,,
MO0546,0.5,0.25,0,34094.51,,,,,
MO0547,1.25,0.75,0,34359.37,,,,,
MO0548,0,0,0,33957.5,,,,,
MO0559,32,26.8,1,58002.41,,,,,
MO0562,2,0.6,0,34315.65,,,,,
MO0570,196.2,136,9.8,205172.5,,,,,
MO0600,0,0,0,0,,,,,
MO0602,7,5.8,0.8,45086.63,,,,,
MO0605,1.2,0.6,0,34286.32,,,,,
MO0606,70.8,54.2,5.4,117087.29,,,,,
MO0607,1.4,1.4,0,34673.46,,,,,
MO0608,4.8,4.6,0,36317.27,,,,,
MO0609,17.6,12.8,0,40679.35,,,,,
MO0610,2.6,2,0,35002.29,,,,,
MO0611,1.2,1,0,34476.23,,,,,
MO0612,33,26,0,47510.46,,,,,
MO0613,2.6,1.6,1.2,46990.94,,,,,
MO0614,1.5,1.5,0,34724.59,,,,,
MO0618,24.4,23.8,0,46150.81,,,,,
MO0625,4,2.8,0,35433.4,,,,,
MO1415,0,0,0,33957.5,,,,,
MO1471,0,0,0,33957.5,,,,,
MO1537,0,0,0,33957.5,,,,,
MO1591,0.4,0.2,0,34067.1,,,,,
MO1667,3.8,2.6,0,35331.12,,,,,
MO1683,0,0,0,33957.5,,,,,
MO1713,3.2,2.8,0,35404.08,,,,,
MO1718,4.8,4,0.4,40091.94,,,,,
MO1728,14.6,9.2,0,38860.29,,,,,
MO1732,8.2,5,1,46780.58,,,,,
MO1741,0.6,0,0.2,36009.25,,,,,
MO1747,26.8,20.8,3.2,77290.68,,,,,
MO1750,5.2,3,1,45721.13,,,,,
MO1776,0,0,0,33957.5,,,,,
MO1785,8.2,7,0,37581.28,,,,,
MO1795,0.2,0,0,33964.82,,,,,
MO1798,0,0,0,33957.5,,,,,
MO1802,12.4,10.6,2,59741.9,,,,,
MO1805,1,1,0,34468.9,,,,,
MO1806,27.6,19.6,3.2,76750.29,,,,,
MO1810,1.5,1.25,0,34605.91,,,,,
MO1812,0.6,0.6,0,34264.34,,,,,
MO1817,0,0,0,33957.5,,,,,
MO1819,0.6,0.6,0,34264.34,,,,,
MO1832,12.6,10.4,3.6,75892.35,,,,,
MO1833,21.8,13.8,2,61605.62,,,,,
MO1834,0,0,0,33957.5,,,,,
MO1836,2.8,1.4,1,44873.56,,,,,
MO1840,8.4,7.6,2.6,64260.32,,,,,
MO1855,0,0,0,33957.5,,,,,
MO1857,5.8,3.8,1.2,48152.67,,,,,
MO1860,24,20.4,1.6,60760.08,,,,,
MO1861,52.4,43.2,4,96982.37,,,,,
MO1863,5.2,2.6,1.4,49590.74,,,,,
MO1864,16,12.4,2.2,62758.15,,,,,
MO1865,3.8,2.4,0,35236.17,,,,,
MO1866,3.8,2,0.6,41135.55,,,,,
MO1867,53.4,39.6,7,125756.29,,,,,
MO1868,0,0,0,33957.5,,,,,
MO1869,26.8,21.8,2,65586.87,,,,,
MO1870,1,0.8,0,34373.95,,,,,
MO1875,0,0,0,33957.5,,,,,
MO1888,48.4,42.4,5,106604.75,,,,,
MO1890,1.2,0.8,0,34381.28,,,,,
MO1892,2,1.4,0,34695.45,,,,,
MO1895,5.6,5.6,0,36821.34,,,,,
MO1896,0.2,0.2,0,34059.78,,,,,
MO1898,0,0,0,33957.5,,,,,
MO1900,44.2,38.4,3,84254.23,,,,,
MO1901,14.6,11.6,1,50148.49,,,,,
MO1906,3.8,3.6,0,35805.87,,,,,
MO1907,0.4,0.4,0,34162.06,,,,,
MO1908,5.6,3,1,45735.78,,,,,
MO1909,4.4,3,1,45691.8,,,,,
MO1910,6.2,3.8,1,46137.57,,,,,
MO1912,12.6,8.8,1,48745.89,,,,,
MO1913,1.4,1,1,44632.35,,,,,
MO1914,72.4,69.2,3,99910.07,,,,,
MO1915,101.2,86.2,8,159780.33,,,,,
MO1916,0.2,0.2,0,34059.78,,,,,
MO1917,0,0,0,33957.5,,,,,
MO1923,0.8,0.4,0,34176.72,,,,,
MO1925,0,0,0,33957.5,,,,,
MO1926,0,0,0,33957.5,,,,,
MO1927,0.2,0.2,0,34059.78,,,,,
MO1928,0,0,0,33957.5,,,,,
MO1929,0,0,0,33957.5,,,,,
MO1930,0,0,0,33957.5,,,,,
MO1932,0.2,0.2,0,34059.78,,,,,
MO1933,2.8,2.4,0,35199.52,,,,,
MO1934,0.8,0.6,0,34271.67,,,,,
MO1936,25.6,22.2,3,75881.58,,,,,
MO1937,328.4,267.6,13,304970.93,,,,,
MO1939,0.4,0.4,0,34162.06,,,,,
MO1940,2.2,1.6,0,34797.73,,,,,
MO1941,24.5,17.5,1.25,55849.55,,,,,
MO1942,1.6,0.8,1,44544.73,,,,,
MO1944,1.8,1.8,0,34878.02,,,,,
MO1945,0.4,0.4,0,34162.06,,,,,
MO1946,4,1.6,0.6,40952.98,,,,,
MO1947,2.4,2,0,34994.96,,,,,
MO1948,2.4,1.2,1,44763.95,,,,,
MO1950,0,0,0,33957.5,,,,,
MO1952,19.2,15.4,3,72418.72,,,,,
MO1953,0,0,0,33957.5,,,,,
MO1955,5.6,4.2,1,46305.48,,,,,
MO1957,26,16.6,3,73237.64,,,,,
MO1960,8,6.4,1,47437.89,,,,,
MO1961,12.2,7.2,1,47971.63,,,,,
MO1963,0,0,0,33957.5,,,,,
MO1964,2,1.6,0,34790.4,,,,,
MO1965,28.4,22.8,0.4,49882.2,,,,,
MO1966,0,0,0,33957.5,,,,,
MO1967,0,0,0.2,35987.26,,,,,
MO1968,0.4,0.4,0,34162.06,,,,,
MO1971,2.5,1.5,0,34761.25,,,,,
MO1972,10,7.2,1.8,56010.03,,,,,
MO1973,12,8.4,1,48534,,,,,
MO1975,6.6,3.8,1,46152.23,,,,,
MO1976,10.4,6.8,1,47715.76,,,,,
MO1977,0,0,0,33957.5,,,,,
MO1979,0.4,0.4,0,34162.06,,,,,
MO1980,7.2,4.4,1,46459.07,,,,,
MO1981,4.6,3.6,1.2,48013.74,,,,,
MO1982,103.8,73,8.6,159698.19,,,,,
MO1984,0,0,0,33957.5,,,,,
MO1986,0,0,0,33957.5,,,,,
MO1988,7.6,4.4,1.8,54592.77,,,,,
MO1989,9.6,6,1,47306.64,,,,,
MO1990,2,1.4,0,34695.45,,,,,
MO1991,11,1.4,1,45174.1,,,,,
MO1992,0.2,0.2,0,34059.78,,,,,
MO1993,7.2,3.4,1,45984.32,,,,,
MO1994,5.4,3.6,1,46013.3,,,,,
MO1995,0,0,0,33957.5,,,,,
MO1997,5.8,3.6,1,46027.96,,,,,
MO2000,0,0,0,33957.5,,,,,
MO2005,0.25,0.25,0,34085.35,,,,,
MO2006,6.4,3.2,1.6,51949.33,,,,,
MO2008,11.2,11,0,39590.23,,,,,
MO2009,1.2,1.2,0,34571.18,,,,,
MO2010,1,0.8,0,34373.95,,,,,
MO2011,15.8,14,1,51331.87,,,,,
MO2012,0.6,0.6,0,34264.34,,,,,
MO2013,7.8,3,1,45816.41,,,,,
MO2015,6.6,3.2,1,45867.38,,,,,
MO2016,6,3,1,45750.44,,,,,
MO2018,0.6,0.6,0,34264.34,,,,,
MO2020,14,8.4,1,48607.3,,,,,
MO2021,5.6,3.4,1,45925.68,,,,,
MO2022,9.6,6.8,1.2,49716.19,,,,,
MO2024,0,0,0,33957.5,,,,,
MO2025,2.2,1.6,0,34797.73,,,,,
MO2026,0.2,0.2,0,34059.78,,,,,
MO2028,0.2,0.2,0,34059.78,,,,,
MO2030,0.8,0.8,0,34366.62,,,,,
MO2033,0.6,0.2,0,34074.44,,,,,
MO2034,6,5,2,56848.74,,,,,
MO2035,12.4,10.4,3,69795.75,,,,,
MO2036,1.4,1.2,0,34578.51,,,,,
MO2037,0.6,0.6,0,34264.33,,,,,
MO2038,0.2,0.2,0,34059.78,,,,,
MO2039,2.4,2.2,0,35089.91,,,,,
MO2040,0.2,0.2,0,34059.78,,,,,
MO2041,1,0.75,0,34350.21,,,,,
MO2042,32,25.2,1,57242.81,,,,,
MO2043,3.25,3.25,1.5,50842.74,,,,,
MO2044,8.75,6.75,3,67929.13,,,,,
MO2045,0,0,0,33957.5,,,,,
MO2046,0.6,0.4,0.2,36199.15,,,,,
MO2047,1,1,0,34468.9,,,,,
MO2048,58,54.67,2,82333.81,,,,,
MO2049,0.5,0.5,0,34213.2,,,,,
MO2052,0.33,0.33,0,34127.96,,,,,
MO2053,0,0,0,33957.5,,,,,
MO2054,7.67,5.33,1,46919.28,,,,,
MO2055,3,3,2,55789.29,,,,,
MO2057,0.67,0.33,0,34140.18,,,,,
MO2061,0,0,0,33957.5,,,,,
MO2063,0,0,0,33957.5,,,,,
MO2065,0,0,1,44106.29,,,,,
MP6401,18.6,15,1.4,55968.76,,,,,
MP7037,0,0,0,33957.5,,,,,
MP7293,4.4,4.4,0,36207.66,,,,,
MP7613,3,0.8,0,34447.25,,,,,
MP7643,6,3.8,1.4,50189.76,,,,,
MP7842,0,0,0,33957.5,,,,,
MP8264,2.8,2.4,0,35199.52,,,,,
MS0006,3.6,2.2,0,35133.88,,,,,
MS0007,14.6,9,2,59062.94,,,,,
MS0008,0.6,0.4,0,34169.39,,,,,
MS0009,8.4,8.2,1.2,50336.86,,,,,
MS0040,0,0,0,33957.5,,,,,
MS0065,9.2,5.8,2.8,65464.85,,,,,
MS0071,0.8,0.2,0,34081.77,,,,,
MS0072,13,9.8,0.6,45175.78,,,,,
MS0079,4.4,0.8,0,34498.55,,,,,
MS0082,1,0.4,0,34184.05,,,,,
MS0083,85.2,59.2,7.8,144345.91,,,,,
MS1053,0,0,0,33957.5,,,,,
MS1069,5.4,3.4,1.6,52007.63,,,,,
MS1077,0.5,0.25,0,34094.51,,,,,
MS1085,0,0,0,33957.5,,,,,
MS1106,0,0,0,33957.5,,,,,
MS1110,0,0,0,33957.5,,,,,
MS1127,0,0,0,33957.5,,,,,
MS1234,4.67,4.67,0,36344.03,,,,,
MS1236,0,0,0,33957.5,,,,,
MS1259,0,0,0,33957.5,,,,,
MS1311,3,0,0,34067.45,,,,,
MS1353,0,0,1,44106.29,,,,,
MS2058,1.4,1,0,34483.56,,,,,
MS2068,10.2,7.2,1,47898.33,,,,,
MS2074,11,4.2,1,46503.4,,,,,
MS2081,0,0,0,33957.5,,,,,
MS2082,1,0.8,0,34373.95,,,,,
MS2086,0.4,0.4,0,34162.06,,,,,
MS2096,0.4,0.2,0,34067.11,,,,,
MS2103,0,0,0,33957.5,,,,,
MS2104,1.8,1.6,0,34783.07,,,,,
MS2109,1.2,0.6,0,34286.33,,,,,
MS2114,6.4,4.4,2,56578.55,,,,,
MS2124,0.4,0.2,0,34067.11,,,,,
MS2127,3.6,3.2,0,35608.64,,,,,
MS2129,6.2,5.2,1,46802.22,,,,,
MS2131,1.4,0,0,34008.81,,,,,
MS2133,0.4,0,0,33972.16,,,,,
MS2134,7,4.8,1,46641.64,,,,,
MS2135,5.6,2,1.2,47290.79,,,,,
MS2137,14.6,9,1,48914.14,,,,,
MS2138,3.2,1.4,1.2,46917.98,,,,,
MS2144,4.8,4,1,46181.21,,,,,
MS2147,0.2,0,0,33964.83,,,,,
MS2154,0.2,0.2,0,34059.78,,,,,
MS2156,0,0,0,33957.5,,,,,
MS2157,0,0,0,33957.5,,,,,
MS2158,0.2,0,0,33964.83,,,,,
MS2159,2.2,0.6,0,34322.98,,,,,
MS2161,0,0,0,33957.5,,,,,
MS2163,0,0,0,33957.5,,,,,
MS2164,0,0,0,33957.5,,,,,
MS2166,0.8,0.2,0,34081.77,,,,,
MS2168,1.4,1,0,34483.56,,,,,
MS2173,0.2,0,0,33964.83,,,,,
MS2174,3.6,3.2,0,35608.64,,,,,
MS2175,1.2,1,0,34476.22,,,,,
MS2177,4.8,3,1,45706.46,,,,,
MS2178,3.8,1.6,0.8,42975.4,,,,,
MS2179,0.2,0.2,0,34059.78,,,,,
MS2180,3,2.2,1.2,47290.45,,,,,
MS2181,5.2,1.6,0,34907.68,,,,,
MS2182,6.4,4.2,1,46334.8,,,,,
MS2184,5.6,2.8,1,45640.83,,,,,
MS2185,0.4,0.2,0,34067.11,,,,,
MS2190,0.6,0.6,0,34264.33,,,,,
MS2191,5.2,4.8,1,46575.67,,,,,
MS2194,1.8,1.6,0,34783.07,,,,,
MS2195,2.8,1.4,0,34724.77,,,,,
MS2196,2.6,1.2,1.2,46801.04,,,,,
MS2198,0.2,0.2,0,34059.78,,,,,
MS2201,4,4,0.2,38032.86,,,,,
MS2202,4,2.8,1.4,49641.71,,,,,
MS2206,5.4,2.8,1.2,47663.26,,,,,
MS2207,0,0,0,33957.5,,,,,
MS2221,4.6,1,2,54898.43,,,,,
MS2223,5.2,2.8,1.4,49685.69,,,,,
MS2225,0.2,0.2,0,34059.78,,,,,
MS2226,0,0,0,33957.5,,,,,
MS2234,3.4,2.6,1,45465.25,,,,,
MS2238,0,0,0,33957.5,,,,,
MS2242,4.2,1.8,0.8,43085.01,,,,,
MS2243,4,1.8,1,45107.44,,,,,
MS2244,5.4,3.8,1.8,54227.29,,,,,
MS2249,0,0,0,33957.5,,,,,
MS2255,4.4,2.4,1.4,49466.47,,,,,
MS2373,1.6,1,1,44639.68,,,,,
MS2406,0,0,0,33957.5,,,,,
MS2418,1.33,1,0,34481.11,,,,,
MT0002,0,0,0,33957.5,,,,,
MT0004,8.6,6.4,0,37311.08,,,,,
MT0007,0,0,0,33957.5,,,,,
MT0017,8.8,7.8,2,58280.65,,,,,
MT0042,0.2,0,0,33964.83,,,,,
MT0043,0,0,0,33957.49,,,,,
MT0046,18.2,14,1.4,55479.35,,,,,
MT0050,1.4,0.8,0,34388.6,,,,,
MT0055,0.4,0,0,33972.16,,,,,
MT0501,0.4,0,0,33972.16,,,,,
MT0551,0,0,0,33957.5,,,,,
MT0555,2,0.8,0,34410.6,,,,,
MT0557,0.2,0,0,33964.83,,,,,
MT0559,0,0,0,33957.5,,,,,
MT0560,0,0,0,33957.5,,,,,
MT0570,0,0,0,33957.5,,,,,
MT0571,0,0,0,33957.5,,,,,
MT0572,0,0,0,33957.5,,,,,
MT0573,0,0,0,33957.5,,,,,
MT0574,0,0,0,33957.5,,,,,
MT0575,0,0,0,33957.5,,,,,
MT0576,0,0,0,33957.5,,,,,
MT0580,0,0,0,33957.5,,,,,
MT0581,0,0,0,33957.5,,,,,
MT0583,0,0,0,33957.5,,,,,
MT0584,0,0,0,33957.5,,,,,
MT0585,0,0,0,33957.5,,,,,
MT0586,0,0,0,33957.5,,,,,
MT0587,0,0,0,33957.5,,,,,
MT0588,0,0,0,33957.5,,,,,
MT0589,0,0,0,33957.5,,,,,
MT0653,0.2,0,0,33964.83,,,,,
MT0654,0,0,0,33957.49,,,,,
MT0655,0,0,0,33957.5,,,,,
MT0705,0,0,0,33957.5,,,,,
MT0706,0,0,0,33957.5,,,,,
MT0707,0,0,0,33957.5,,,,,
MT0767,3.6,0.8,0,34469.24,,,,,
MT0768,0,0,0,33957.5,,,,,
MT0769,0,0,0,33957.5,,,,,
MT0770,0,0,0,33957.5,,,,,
MT0802,3,1,0,34542.2,,,,,
MT0804,0,0,0,33957.5,,,,,
MT5110,0,0,0,33957.5,,,,,
MT5320,0,0,0,33957.5,,,,,
MT5322,0.2,0,0,33964.83,,,,,
MT5337,0,0,0,33957.5,,,,,
MT5356,6.6,6,2,57345.48,,,,,
MT5357,1.2,1,1,44625.02,,,,,
MT5361,7.6,6.8,1.4,51672.65,,,,,
MT5362,2.4,1.6,0,34805.06,,,,,
MT5364,0.8,0.4,0,34176.72,,,,,
MT5369,0.4,0.2,0,34067.11,,,,,
MT5371,3.8,2.4,0.4,39295.68,,,,,
MT5383,44.6,36,5.6,109516.36,,,,,
MT5384,0.4,0.2,0,34067.1,,,,,
MT5385,3,2.6,0.8,43420.83,,,,,
MT5386,0,0,0,33957.5,,,,,
MT5388,0,0,0,33957.5,,,,,
MT5397,0.2,0.2,0,34059.78,,,,,
MT5399,15.8,12,0,40233.58,,,,,
MT5501,0,0,0,33957.5,,,,,
MT5502,0.2,0.2,0,34059.78,,,,,
MT5504,0.2,0.2,0,34059.78,,,,,
MT5505,2.8,1.8,0,34914.67,,,,,
MT5506,0,0,0,33957.5,,,,,
MT5509,0,0,0,33957.5,,,,,
MT5513,36.2,31.8,4.4,95035.99,,,,,
MT5514,10.8,5.8,0,37106.87,,,,,
MT5517,1,0.8,0,34373.95,,,,,
MT5519,7.2,5.6,1.2,49058.53,,,,,
MT5520,0,0,0,33957.5,,,,,
MT5522,0.4,0.2,0,34067.11,,,,,
MT5524,1.6,1,1,44639.68,,,,,
MT5530,0,0,0,33957.5,,,,,
MT5531,1.2,0.4,0,34191.38,,,,,
MT5533,0.2,0.2,0,34059.78,,,,,
MT5535,0,0,0,33957.5,,,,,
MT5536,0,0,0,33957.5,,,,,
MT5537,0.6,0.4,0,34169.39,,,,,
MT5538,0.2,0.2,0,34059.78,,,,,
MT5544,0,0,0,33957.5,,,,,
MT5563,0.2,0.2,1.4,48268.09,,,,,
MT5564,0,0,0,33957.5,,,,,
MT5566,0,0,0,33957.5,,,,,
MT5567,0.8,0.4,0,34176.72,,,,,
MT5568,1.6,1,0,34490.88,,,,,
MT5570,0,0,0,33957.5,,,,,
MT5571,0,0,0,33957.5,,,,,
MT5572,0,0,0,33957.5,,,,,
MT5573,0.6,0.4,0,34169.39,,,,,
MT5574,0,0,0,33957.5,,,,,
MT5575,0,0,0,33957.5,,,,,
MT5576,0,0,0,33957.5,,,,,
MT5577,1.2,1,0.4,38535.75,,,,,
MT5578,4.2,3.8,1,46064.27,,,,,
MT5584,4.4,3.2,1.2,47816.51,,,,,
MT5585,2.2,0.8,0,34417.93,,,,,
MT5587,0,0,0,33957.5,,,,,
MT5588,0,0,0,33957.5,,,,,
MT5589,10.2,8.4,2,58616.82,,,,,
MT5590,0,0,0,33957.5,,,,,
MT5592,0.2,0,0,33964.83,,,,,
MT5594,0,0,0,33957.5,,,,,
MT5595,0,0,0,33957.5,,,,,
MT5597,0,0,0,33957.5,,,,,
MT5599,0,0,0,33957.5,,,,,
MT5608,6.8,6,1.2,49233.77,,,,,
MT5609,0.6,0.4,1,44318.18,,,,,
MT5610,0.67,0.67,0,34298.43,,,,,
MT5612,0,0,0,33957.5,,,,,
MT5613,0,0,0,33957.5,,,,,
MT5616,0,0,0,33957.51,,,,,
MT5619,0.2,0,0,33964.83,,,,,
MT5620,0.67,0.33,0,34140.18,,,,,
MT5621,0.25,0,0,33966.66,,,,,
MT5622,5.6,3.4,1.2,47955.44,,,,,
MT5623,0,0,0,33957.5,,,,,
MT5624,0,0,0,33957.5,,,,,
MT5625,0,0,0,33957.5,,,,,
MT5626,1,1,0,34468.9,,,,,
NC0000,0,0,0,33957.5,,,,,
NC0002,27,13.4,4.8,90022.93,,,,,
NC0005,2,1.8,0.2,36915.11,,,,,
NC0009,0,0,0,0,,,,,
NC0011,0.6,0.2,0.4,38133.96,,,,,
NC0013,5.67,3,0,35589.44,,,,,
NC0017,0,0,0,33957.51,,,,,
NC0020,0.6,0.4,0,34169.39,,,,,
NC0028,12.2,10.8,0,39531.94,,,,,
NC0029,9.8,8.6,0,38399.53,,,,,
NC0033,0,0,0,33957.5,,,,,
NC0058,39.8,34.2,3.2,84128.77,,,,,
NC0072,1.6,0.6,0,34301,,,,,
NC0076,3.8,2.8,0,35426.07,,,,,
NC0085,33,31.5,0,50121.59,,,,,
NC0092,0.25,0.25,0,34085.35,,,,,
NC0095,0,0,0,33957.5,,,,,
NC0098,0.6,0.4,0,34169.4,,,,,
NC0102,0,0,0,33957.49,,,,,
NC0111,84,67.4,1.6,85272.36,,,,,
NC0113,15,7.2,1.8,56193.3,,,,,
NC0509,0,0,0,33957.5,,,,,
NC1019,11,5.75,1.25,49776.46,,,,,
NC1029,0.8,0.6,0,34271.66,,,,,
NC1030,1,0.6,0,34279,,,,,
NC1045,0,0,0,33957.49,,,,,
NC1046,1.6,1.2,0,34585.84,,,,,
NC1063,7.2,1,2.4,59053.24,,,,,
NC1101,0.25,0.25,0,34085.35,,,,,
NC1114,0,0,0,33957.5,,,,,
NC1115,0,0,0,33957.5,,,,,
NC1121,0,0,0,33957.5,,,,,
NC1132,1,1,0,34468.9,,,,,
NC1135,0,0,0,33957.49,,,,,
NC1136,0,0,0,33957.5,,,,,
NC1137,0,0,0,33957.5,,,,,
NC1144,2.6,1.2,2,54920.08,,,,,
NC1151,8.67,5,1.67,53563.54,,,,,
NC1155,0,0,0,33957.5,,,,,
NC1156,0,0,0,33957.5,,,,,
NC1157,0,0,0,33957.5,,,,,
NC1160,0,0,0,33957.5,,,,,
NC1167,3.4,0.6,0.4,38426.48,,,,,
NC1168,1,0.33,0,34152.4,,,,,
NC1169,7,6.33,1.33,50752.53,,,,,
NC1173,0,0,0,33957.5,,,,,
NC1182,0,0,0,33957.5,,,,,
NC1195,4,3,1,45677.14,,,,,
NC1207,0,0,0,33957.5,,,,,
NC1223,0.5,0,0,33975.82,,,,,
NC1226,0,0,0,33957.5,,,,,
NC1227,7,5.5,2.5,62197.16,,,,,
NC1243,0,0,0,33957.5,,,,,
NC1248,2,1,0,34505.55,,,,,
NC1256,2,2,0,34980.3,,,,,
NC1271,2,2,0,34980.3,,,,,
NC1273,1,1,0,34468.9,,,,,
NC1274,4,1,0,34578.85,,,,,
NC1276,3,3,0,35491.7,,,,,
NC1308,1,1,0,34468.9,,,,,
NC1309,0,0,0,33957.5,,,,,
NC1326,1,1,0,34468.9,,,,,
NC1327,0,0,0,33957.5,,,,,
NC1331,0,0,0,33957.5,,,,,
NC1333,4,4,0,36003.09,,,,,
NC1380,0,0,0,33957.5,,,,,
NC1383,0,0,0,33957.49,,,,,
NC1402,0,0,0,33957.5,,,,,
NC1403,0,0,0,33957.5,,,,,
NC2054,1.8,1.6,0,34783.07,,,,,
NC2065,14.6,10.8,2,59917.48,,,,,
NC2067,1.2,1,0,34476.23,,,,,
NC2069,1,1,0,34468.9,,,,,
NC2075,0.6,0.6,0,34264.34,,,,,
NC2079,0,0,0,33957.5,,,,,
NC2089,1,0.8,0,34373.95,,,,,
NC2090,9.2,9,0.8,46686.47,,,,,
NC2099,1.6,1.4,0,34680.79,,,,,
NC2100,0,0,0,33957.5,,,,,
NC2111,0.8,0.8,0,34366.62,,,,,
NC2118,7.6,4.2,1,46378.78,,,,,
NC2121,0.6,0.6,0,34264.34,,,,,
NC2125,0.4,0.2,0,34067.11,,,,,
NC2126,0.2,0,0,33964.83,,,,,
NC2133,1.4,1.4,0,34673.46,,,,,
NC2139,1.2,0.6,0,34286.33,,,,,
NC2150,1.8,1.2,0,34593.16,,,,,
NC2153,14.2,11.8,1,50228.79,,,,,
NC2155,0,0,0,33957.5,,,,,
NC2172,4,3.8,0,35908.15,,,,,
NC2173,0.4,0.2,0,34067.11,,,,,
NC2174,6.2,5.2,0,36653.42,,,,,
NC2178,0.4,0.2,0,34067.11,,,,,
NC2179,0,0,0,33957.5,,,,,
NC2184,0,0,0,33957.5,,,,,
NC2190,1.2,0.8,0,34381.28,,,,,
NC2192,0,0,0,33957.5,,,,,
NC2201,4.8,1.4,1,44946.86,,,,,
NC2209,4.2,1.4,1,44924.87,,,,,
NC2211,3.4,3.4,0.8,43815.3,,,,,
NC2212,3,2.4,0.2,37236.6,,,,,
NC2213,16.2,8,1.6,54587.31,,,,,
NC2230,0,0,0,33957.49,,,,,
NC2232,15.2,6.4,1.2,49731.54,,,,,
NC2233,0,0,0,33957.5,,,,,
NC2256,0.2,0,0,33964.83,,,,,
NC2259,0.2,0.2,0,34059.77,,,,,
NC2261,4.6,4,0.2,38054.85,,,,,
NC2267,4.2,4,0,36010.43,,,,,
NC2270,0,0,0,33957.5,,,,,
NC2271,9.2,2.6,1.4,49737.34,,,,,
NC2272,0,0,0,33957.5,,,,,
NC2273,8,1.6,1,45159.09,,,,,
NC2275,0,0,0,33957.5,,,,,
NC2277,0,0,0,33957.5,,,,,
NC2282,1.6,1.4,0,34680.78,,,,,
NC2283,9.6,3.2,1.2,48007.09,,,,,
NC2286,0.4,0,0.2,36001.92,,,,,
NC2289,6.2,1.4,1,44998.17,,,,,
NC2294,0.2,0.2,0,34059.78,,,,,
NC2297,0,0,0,33957.5,,,,,
NC2302,21.8,15.8,5.2,95031.26,,,,,
NC2305,0,0,0,33957.5,,,,,
NC2310,4.2,1.2,1,44829.92,,,,,
NC2314,3.8,0.6,1,44530.41,,,,,
NC2317,4.8,1.6,1,45041.81,,,,,
NC2321,0.5,0,0,33975.82,,,,,
NC2322,0.2,0.2,0,34059.78,,,,,
NC2331,0,0,0,33957.5,,,,,
NC2333,1.4,0.8,0,34388.61,,,,,
NC2335,0.4,0.4,0,34162.06,,,,,
NC2336,0,0,0,33957.5,,,,,
NC2337,0,0,0,33957.5,,,,,
NC2340,5.2,4.2,0,36142.03,,,,,
NC2341,0.2,0,0,33964.83,,,,,
NC2344,0.2,0.2,0.2,36089.54,,,,,
NC2346,4.4,1.2,1,44837.25,,,,,
NC2348,0,0,0,33957.5,,,,,
NC2349,0,0,0.2,35987.26,,,,,
NC2352,1.8,1.6,0,34783.07,,,,,
NC2353,3.6,1.8,0.4,39003.51,,,,,
NC2368,0.4,0.4,0,34162.06,,,,,
NC2369,9.8,3.8,1.2,48299.27,,,,,
NC2373,7.6,2.4,1.2,47553.99,,,,,
NC2383,20,8.6,2.2,61100.7,,,,,
NC2386,7.6,2.2,1,45429.28,,,,,
NC2388,0.75,0.75,0,34341.05,,,,,
NC2389,0.6,0.4,0.2,36199.15,,,,,
NC2410,10.4,7,1.2,49840.46,,,,,
NC2411,13.2,11.2,1.2,51937.04,,,,,
NC2435,1.75,1,0.5,39570.78,,,,,
NC2439,6.4,3.2,0.6,41800.54,,,,,
NC2443,11,3,1,45933.69,,,,,
NC2446,0,0,0,33957.5,,,,,
NC2502,0.2,0.2,0,34059.78,,,,,
NC2508,0.8,0.6,0,34271.67,,,,,
NC2509,0,0,0.2,35987.26,,,,,
NC2533,1,0.8,0,34373.95,,,,,
NC2545,1,0.8,0,34373.95,,,,,
NC2559,5.2,2.2,1.2,47371.08,,,,,
NC2561,5.6,2,0.6,41201.52,,,,,
NC2568,6.6,2,1,45297.68,,,,,
NC2570,11.8,5.4,1.2,49132.17,,,,,
NC2572,0.6,0,1.4,48187.8,,,,,
NC2575,9,3.4,1.2,48080.05,,,,,
NC2576,0,0,0,33957.5,,,,,
NC2577,0,0,0,33957.5,,,,,
NC2582,4,3,0.25,38065.55,,,,,
NC2584,6.8,2.6,1,45589.86,,,,,
NC2585,0.4,0.4,0,34162.06,,,,,
NC2587,0.4,0,0,33972.16,,,,,
NC2588,13.2,8.4,4,79024.36,,,,,
