Row Labels,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment,,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment
NC2590,0,0,0,33957.5,,,,,
NC2591,13.2,4.8,2,57017.67,,,,,
NC2592,0,0,0,33957.5,,,,,
NC2594,0.2,0.2,0,34059.77,,,,,
NC2595,11.6,3,1.2,47985.45,,,,,
NC2597,5,3.8,0.2,37974.56,,,,,
NC2598,7.6,4.2,1,46378.78,,,,,
NC2600,8.4,5,1.8,54906.94,,,,,
NC2601,0,0,0,33957.5,,,,,
NC2602,0,0,0.4,38017.01,,,,,
NC2603,0,0,0.2,35987.26,,,,,
NC2604,0.8,0.8,0,34366.62,,,,,
NC2607,9.8,2.8,1.2,47824.52,,,,,
NC2609,14.8,6,1.4,51556.74,,,,,
NC2610,0.8,0.6,0,34271.67,,,,,
NC2611,6.4,4.6,3.8,74941.33,,,,,
NC2612,6.8,1.6,1.6,51204.39,,,,,
NC2613,6.2,1.4,1.2,47027.93,,,,,
NC2615,0.2,0.2,0.2,36089.54,,,,,
NC2617,0.4,0.4,0,34162.06,,,,,
NC2618,0,0,0,33957.5,,,,,
NC2619,0.2,0,0.2,35994.59,,,,,
NC2621,0.2,0,0,33964.83,,,,,
NC2626,0.4,0.4,0,34162.06,,,,,
NC2628,0,0,0,33957.5,,,,,
NC2629,0,0,0,33957.5,,,,,
NC2634,0,0,0,33957.5,,,,,
NC2635,0.4,0.2,0.2,36096.87,,,,,
NC2637,0,0,0,33957.5,,,,,
NC2639,8.8,3.2,0.8,43918.26,,,,,
NC2641,4.6,0.8,1,44654.68,,,,,
NC2644,5.4,2.8,1.4,49693.02,,,,,
NC2645,6.6,3.8,2.8,64420.07,,,,,
NC2646,0,0,0.2,35987.26,,,,,
NC2648,0.2,0.2,0,34059.78,,,,,
NC2651,2.8,0.2,1,44303.86,,,,,
NC2659,0.2,0.2,0,34059.78,,,,,
NC2660,9.6,2.4,1.4,49657.05,,,,,
NC2661,7.4,4,1,46276.5,,,,,
NC2663,7.6,3.4,1,45998.98,,,,,
NC2665,2,1.4,0,34695.45,,,,,
NC2666,5,2.4,1,45428.94,,,,,
NC2667,1.2,1.2,0,34571.18,,,,,
NC2668,10.2,3.6,4.2,78665.37,,,,,
NC2670,1.2,0.4,0,34191.38,,,,,
NC2671,1,0.8,0,34373.95,,,,,
NC2672,11,5,1,46883.2,,,,,
NC2676,5.6,1.8,1,45166.08,,,,,
NC2677,4,0.6,1.2,46567.5,,,,,
NC2680,1,0.8,0,34373.95,,,,,
NC2682,0,0,0,33957.5,,,,,
NC2685,0,0,0,33957.5,,,,,
NC2686,0.6,0.6,0,34264.34,,,,,
NC2687,0.2,0.2,0,34059.78,,,,,
NC2688,16.2,12.2,2.4,64700.29,,,,,
NC2690,5,1.2,1,44859.24,,,,,
NC2691,1,0.8,0,34373.95,,,,,
NC2692,0.8,0.6,0,34271.67,,,,,
NC2694,0,0,0,33957.5,,,,,
NC2697,0,0,0,33957.5,,,,,
NC2702,40,20.6,3.4,79709.27,,,,,
NC2704,0.2,0.2,0,34059.78,,,,,
NC2706,0.2,0.2,0,34059.78,,,,,
ND0002,6.8,0.2,0,34301.67,,,,,
ND0006,3.4,2.4,0,35221.51,,,,,
ND0008,4,3.2,0,35623.3,,,,,
ND0014,3,1.8,0,34922,,,,,
ND0018,1.2,0.2,0,34096.43,,,,,
ND0032,0,0,0,33957.5,,,,,
ND0037,9.8,4.4,0,36405.56,,,,,
ND0045,1.6,0.2,0,34111.09,,,,,
ND0046,23,16.2,4.6,89175.86,,,,,
ND0047,1,0.8,0,34373.94,,,,,
ND0501,0.2,0.2,0,34059.78,,,,,
ND0511,0.2,0,0,33964.83,,,,,
ND0514,0,0,0,33957.5,,,,,
ND0515,0,0,0,33957.5,,,,,
ND0523,6,0.4,0,34367.3,,,,,
ND0524,0,0,0,33957.5,,,,,
ND0525,0,0,0,33957.5,,,,,
ND0526,0,0,0,33957.5,,,,,
ND0527,0,0,0,33957.5,,,,,
ND0528,0,0,0,33957.5,,,,,
ND0531,0.2,0,0,33964.83,,,,,
ND0545,0.2,0,0,33964.83,,,,,
ND0546,0,0,0,33957.49,,,,,
ND0547,0,0,0,33957.5,,,,,
ND0581,0,0,0,33957.5,,,,,
ND0601,0,0,0,33957.5,,,,,
ND1204,0,0,0,33957.5,,,,,
ND1208,0,0,0,33957.5,,,,,
ND1233,0,0,0,33957.5,,,,,
ND1246,0,0,0,33957.5,,,,,
ND1250,0,0,0,33957.5,,,,,
ND1251,0.4,0.4,1,44310.85,,,,,
ND1253,0,0,0,33957.5,,,,,
ND1254,0,0,0,33957.5,,,,,
ND1259,0.8,0.2,1.2,46260.32,,,,,
ND1263,0.75,0.25,0,34103.67,,,,,
ND1268,0,0,0,33957.5,,,,,
ND1269,0,0,0,33957.5,,,,,
ND1270,0,0,0,33957.5,,,,,
ND1272,0,0,0,33957.5,,,,,
ND1274,0,0,0,33957.5,,,,,
ND1276,0,0,0,33957.5,,,,,
ND1278,0.2,0,0,33964.83,,,,,
ND1307,0,0,0,33957.5,,,,,
ND1312,1,0.75,0,34350.21,,,,,
ND1320,0,0,0,33957.5,,,,,
ND1321,2,1,0,34505.55,,,,,
ND1336,0.6,0.4,0,34169.39,,,,,
ND1338,0,0,0,33957.5,,,,,
ND1340,1.4,0.8,1.6,50626.68,,,,,
ND1343,0,0,0,33957.5,,,,,
ND1344,0,0,0,33957.5,,,,,
ND1345,0.2,0.2,0,34059.78,,,,,
ND1349,6.6,3,1,45772.43,,,,,
ND1350,0,0,0,33957.5,,,,,
ND1352,0,0,0,33957.5,,,,,
ND1358,0.6,0.2,0,34074.44,,,,,
ND1359,0,0,0,33957.5,,,,,
ND1360,0,0,0,33957.49,,,,,
ND1361,0.2,0,0,33964.83,,,,,
ND1362,0,0,0,33957.5,,,,,
ND1364,0,0,0,33957.5,,,,,
ND1366,4,2.6,1.2,47517.01,,,,,
ND1368,2.4,1.4,1.4,48918.42,,,,,
ND1369,1.2,1.2,1.2,46749.73,,,,,
ND1370,0,0,0,33957.5,,,,,
ND1371,0,0,0,33957.5,,,,,
ND1372,0,0,0,33957.5,,,,,
ND1373,0.67,0,0,33981.93,,,,,
ND1374,0,0,0,33957.5,,,,,
ND1375,0,0,0,33957.5,,,,,
ND1377,1,1,0,34468.9,,,,,
NE0036,26.4,23.4,0,46034.22,,,,,
NE0051,84.2,70,7,141317.54,,,,,
NE0056,11.8,8.6,1.4,52681.14,,,,,
NE0531,147.2,125.4,3.2,131362.21,,,,,
NE1332,0,0,0,33957.5,,,,,
NE1339,0.2,0.2,0,34059.78,,,,,
NE1362,1.6,1.2,0,34585.84,,,,,
NE1373,0.8,0.8,0,34366.61,,,,,
NE1375,7,1.4,1,45027.49,,,,,
NE1377,1.4,1,1,44632.35,,,,,
NE1380,79.2,68,5.6,125976.46,,,,,
NE1381,0,0,0,33957.5,,,,,
NE1393,4,2.8,0.8,43552.43,,,,,
NE1394,1.4,1,0,34483.56,,,,,
NE1397,0.25,0.25,0,34085.35,,,,,
NE1407,1.6,1.2,0,34585.84,,,,,
NE1413,8.8,6.2,1,47372.26,,,,,
NE1414,0.2,0.2,0,34059.78,,,,,
NE1415,0,0,0,33957.5,,,,,
NE1419,0,0,0,33957.5,,,,,
NE1420,0,0,0,33957.5,,,,,
NE1421,0,0,0,33957.5,,,,,
NE1422,0.2,0,0,33964.83,,,,,
NE1424,3.6,2.2,0,35133.89,,,,,
NE1425,8.8,7.8,0,37983.07,,,,,
NE1428,53.4,46,3,88199.51,,,,,
NE1430,36.4,28.6,8.8,138178.82,,,,,
NE1431,0.2,0.2,0,34059.78,,,,,
NE1432,5.8,2.6,1,45553.21,,,,,
NE1433,6.2,2,1,45283.02,,,,,
NE1435,0,0,0,33957.5,,,,,
NE1436,6.8,4.4,1.8,54563.45,,,,,
NE1437,21.2,15.4,2.2,64372.98,,,,,
NE1438,0,0,0,33957.5,,,,,
NE1439,0,0,0,33957.5,,,,,
NE1441,1,1,0,34468.9,,,,,
NE1442,0.2,0.2,0,34059.78,,,,,
NE1443,0,0,0,33957.5,,,,,
NE1446,0.6,0.6,0,34264.34,,,,,
NE1447,11.8,9.4,3,69299.01,,,,,
NE1450,0.8,0.6,0,34271.67,,,,,
NE1452,0,0,0,33957.5,,,,,
NE1454,0.2,0.2,0,34059.78,,,,,
NE1456,0,0,0,33957.5,,,,,
NE1458,2.6,1.4,0,34717.44,,,,,
NE1459,11.6,8.6,2,58763.08,,,,,
NE1460,6.4,3.4,1,45955,,,,,
NE1461,0.2,0.2,0,34059.78,,,,,
NE1462,0,0,0,33957.5,,,,,
NE1463,0.2,0.2,0,34059.78,,,,,
NE1467,0,0,0,33957.5,,,,,
NE1468,0.5,0,0,33975.82,,,,,
NE1469,1.5,1.5,0,34724.6,,,,,
NH0030,249.2,199.4,2.2,160083.29,,,,,
NH0033,4.4,2,0.2,37098.02,,,,,
NH0036,167.4,127.4,4,141171.1,,,,,
NH0037,289.2,242.4,3.4,194142.09,,,,,
NH0038,59.8,41.8,0,55993.74,,,,,
NH0040,0,0,0,33957.5,,,,,
NH6085,0,0,0,33957.5,,,,,
NH6096,0,0,0,33957.5,,,,,
NH6110,0.8,0.2,0,34081.77,,,,,
NH6111,0,0,0,33957.5,,,,,
NH6112,0,0,0,33957.5,,,,,
NH6116,7.6,2.2,0,35280.49,,,,,
NH6118,3.2,1.8,0.4,38988.85,,,,,
NH6119,1,0.6,0,34279,,,,,
NH6121,0.4,0.2,0,34067.11,,,,,
NH6126,0.8,0.4,0,34176.72,,,,,
NH6131,6.2,3.8,0,35988.78,,,,,
NH6132,15.2,7,0.6,43927.11,,,,,
NH6135,6.8,4.2,1,46349.46,,,,,
NH6136,4.2,4,1,46159.22,,,,,
NH6139,19.2,16,1,52405.98,,,,,
NH6141,0.75,0.75,0,34341.05,,,,,
NH6143,0,0,0,33957.5,,,,,
NH6145,3.8,3.6,0,35805.87,,,,,
NH6148,11,7.8,0.4,42123.22,,,,,
NH6150,20.6,19,0,43732.75,,,,,
NH6153,5,4.8,0,36419.55,,,,,
NH6154,1,1,0,34468.9,,,,,
NH6158,61.6,54.2,1.2,74125.17,,,,,
NH6162,0.8,0,0,33986.82,,,,,
NH6163,0,0,0,33957.5,,,,,
NH6164,16.6,16.6,0,42446.74,,,,,
NH6166,2.8,1.4,0.2,36754.53,,,,,
NH6167,3.8,2.8,0,35426.07,,,,,
NH6168,0.2,0,0,33964.83,,,,,
NH6170,7.2,3.8,0.4,40084.95,,,,,
NH6175,0.2,0.2,0,34059.78,,,,,
NH6177,0,0,0,33957.5,,,,,
NH6178,2,2,0,34980.3,,,,,
NH6179,0,0,0,0,,,,,
NH6182,0,0,0,33957.5,,,,,
NH6183,0,0,0,33957.5,,,,,
NH6185,0,0,0,33957.5,,,,,
NJ0015,84.6,55.6,5.2,116227.97,,,,,
NJ0056,34.4,24.6,5.4,101700.61,,,,,
NJ0088,51.6,15.8,4.6,90034.18,,,,,
NJ0108,486.8,372.4,28.6,518851.36,,,,,
NJ0114,16.8,6,0.8,45540.76,,,,,
NJ0132,1.6,0.2,0,34111.09,,,,,
NJ0144,93.4,88.6,0.2,81473.26,,,,,
NJ0145,68.8,39.4,7.4,130285.29,,,,,
NJ4264,0.8,0.6,0,34271.67,,,,,
NJ4305,1.8,1.8,0,34878.02,,,,,
NJ4324,72,70.2,0,69923.79,,,,,
NJ4360,9.4,7.2,1,47869.01,,,,,
NJ4381,1.4,0.6,0,34293.66,,,,,
NJ4494,7.4,6.4,0,37267.11,,,,,
NJ4498,0,0,0,33957.5,,,,,
NJ4504,3.8,3,0,35521.02,,,,,
NJ4508,0,0,0,33957.5,,,,,
NJ4525,0.8,0.4,0,34176.72,,,,,
NJ4531,11,6,0.8,45328.19,,,,,
NJ4533,3.6,1.2,0,34659.14,,,,,
NJ4541,10.8,9,0.2,40655.83,,,,,
NJ4542,3.8,3,0,35521.02,,,,,
NJ4546,14,11.4,1,50031.55,,,,,
NJ4555,10.2,6.4,0,37369.73,,,,,
NJ4561,1.4,1.4,0,34673.46,,,,,
NJ4562,33.2,21.6,4,86024.07,,,,,
NJ4563,14.6,4.2,0,36486.54,,,,,
NJ4565,11.4,5.6,1.6,53271.98,,,,,
NJ4566,53.6,36,5,103756.93,,,,,
NJ4571,14,9.6,1,49177,,,,,
NJ4573,9,2.6,0,35521.7,,,,,
NJ4575,8.8,7.8,1.2,50161.62,,,,,
NJ4594,9.4,6.2,0.4,41304.98,,,,,
NJ4599,27.6,18.6,3.8,82364.82,,,,,
NJ4602,13,6.2,1.8,55645.23,,,,,
NJ4604,0.2,0.2,0,34059.78,,,,,
NJ4610,1.6,1.6,0,34775.74,,,,,
NJ4611,13.2,8.2,1,48483.03,,,,,
NJ4613,22.2,13.2,3.8,79603.26,,,,,
NJ4614,3.2,2.6,0,35309.13,,,,,
NJ4615,0,0,0,33957.5,,,,,
NJ4619,6.4,1.8,0,35046.61,,,,,
NJ4620,0,0,0,33957.5,,,,,
NJ4621,27.8,12.8,1.2,53231.73,,,,,
NJ4622,23.6,9.6,1.6,55618.12,,,,,
NJ4624,0.2,0,0,33964.83,,,,,
NJ4626,14.6,9.2,1,49009.09,,,,,
NJ4627,4.4,3.4,0,35732.91,,,,,
NJ4628,3.8,3.8,0,35900.82,,,,,
NJ4635,9.8,6.4,1,47503.87,,,,,
NJ4637,0.2,0.2,0,34059.78,,,,,
NJ4638,10.2,6,1,47328.63,,,,,
NJ4639,3.2,2,0,35024.28,,,,,
NJ4641,0.25,0.25,0,34085.35,,,,,
NJ4653,0.6,0.6,0,34264.34,,,,,
NJ4659,41.4,18,3,74466.71,,,,,
NJ4660,5,3.2,0,35659.95,,,,,
NJ4663,1,0.6,0,34279,,,,,
NJ4664,5.8,5.2,0,36638.77,,,,,
NJ4666,4,3.2,0,35623.3,,,,,
NJ4667,3.6,2.2,0,35133.89,,,,,
NJ4668,6.4,4.4,0,36280.96,,,,,
NJ4669,19.2,10.2,1.4,53711.95,,,,,
NJ4670,16.6,15,0,41687.14,,,,,
NJ4675,0,0,0,33957.5,,,,,
NJ4676,0,0,0,33957.5,,,,,
NJ4677,2,0.5,0,34268.17,,,,,
NJ4679,0,0,0,33957.5,,,,,
NJ4680,0,0,0,33957.5,,,,,
NJ4681,0,0,0,33957.5,,,,,
NJ4686,1.5,0.5,0,34249.85,,,,,
NJ4687,0,0,0,33957.5,,,,,
NJ4688,0,0,0,33957.5,,,,,
NJ5001,2.6,2,0,35002.28,,,,,
NJ5002,33.2,19.2,0.6,50378.77,,,,,
NJ5003,59.8,38.8,1.6,70807.56,,,,,
NJ5005,1.2,0.4,0,34191.38,,,,,
NJ5011,5.8,3.8,0,35974.12,,,,,
NJ5015,13.4,7,1.2,49950.42,,,,,
NJ5020,0,0,0,33957.5,,,,,
NJ5024,1,0.8,0,34373.95,,,,,
NJ5027,1.8,1,0,34498.22,,,,,
NJ5031,0,0,0,33957.5,,,,,
NJ5034,1.4,0.2,0,34103.76,,,,,
NJ5035,11.4,2.4,0,35514.71,,,,,
NJ5038,0.2,0.2,0,34059.78,,,,,
NJ5043,4.8,3.4,0,35747.57,,,,,
NJ5049,13.2,3.6,1,46299.18,,,,,
NJ5057,2,1.4,0,34695.45,,,,,
NJ5058,3,1.8,0,34922,,,,,
NJ5067,7.6,3,1,45809.08,,,,,
NJ5069,11.4,3.8,1.2,48357.92,,,,,
NJ5070,0.4,0,0.2,36001.92,,,,,
NJ5071,0,0,0,33957.5,,,,,
NJ5072,0.5,0.25,0,34094.51,,,,,
NJ5073,0,0,0,0,,,,,
NJ5074,1.6,0,0,34016.14,,,,,
NJ5076,5.8,2.6,1,45553.21,,,,,
NJ5077,0,0,0,33957.5,,,,,
NJ5078,0,0,0,33957.5,,,,,
NJ5081,5.2,1,0,34622.83,,,,,
NJ5082,1,0.6,0,34279,,,,,
NJ5083,9.2,4.2,0.8,44407.67,,,,,
NJ5084,20.6,8.6,1.2,50973.9,,,,,
NJ5085,2,1.25,0,34624.24,,,,,
NJ5090,0.2,0.2,0,34059.78,,,,,
NJ5091,14.4,10.2,2.6,65714.58,,,,,
NJ5093,0,0,0,33957.5,,,,,
NJ5094,0,0,0,33957.5,,,,,
NJ5097,1,0.25,0,34112.83,,,,,
NJ5098,14.6,7.6,0.8,46219.73,,,,,
NJ5100,2.5,0.5,0,34286.5,,,,,
NJ5102,0,0,0,33957.5,,,,,
NJ5105,4.4,3,0.8,43662.04,,,,,
NJ5106,2,1,0,34505.55,,,,,
NJ5107,0,0,0,33957.5,,,,,
NJ5108,10.4,5.8,0.8,45211.25,,,,,
NJ5109,8,2.25,0.75,42930.48,,,,,
NJ5110,0.2,0,0,33964.83,,,,,
NJ5111,1.6,0.6,0,34300.99,,,,,
NJ5112,0,0,0,33957.5,,,,,
NJ5113,8.2,6,0,37106.53,,,,,
NJ5114,18.8,11.8,0.8,48367.61,,,,,
NJ5116,18.25,8.5,2.5,64033.73,,,,,
NJ5117,15.67,7,2.33,61535.46,,,,,
NJ5118,15.6,3,0,35953.49,,,,,
NJ5119,4.25,2.5,0,35300.14,,,,,
NJ5120,0,0,0,33957.5,,,,,
NJ5121,2,1,0,34505.55,,,,,
NJ5122,0,0,0,33957.5,,,,,
NJ5123,0,0,0,33957.5,,,,,
NJ5124,0,0,0,33957.5,,,,,
NJ5125,4,2,0,35053.6,,,,,
NJ5126,0,0,0,33957.5,,,,,
NJ5127,2,0,0,34030.8,,,,,
NJ6998,9.2,3.6,0.6,42093.06,,,,,
NM0015,18.8,17.6,0.6,49091.4,,,,,
NM0030,263.8,239.6,12.8,287280.56,,,,,
NM0032,33.4,30.6,2.6,76095.85,,,,,
NM0034,0,0,0,33957.5,,,,,
NM0035,30.4,27.8,5.8,107132.73,,,,,
NM0038,10.8,10,1.4,53309.13,,,,,
NM0042,60.6,57,4,103834.44,,,,,
NM0047,0,0,0,33957.5,,,,,
NM0048,0.4,0,0,33972.16,,,,,
NM0050,97.2,92.6,3,111928.15,,,,,
NM0061,26,24.2,1.4,60607.66,,,,,
NM0062,0.2,0,0,33964.83,,,,,
NM0063,0,0,0,33957.5,,,,,
NM0064,0,0,0,33957.5,,,,,
NM0065,0,0,0,33957.5,,,,,
NM0066,0,0,0,33957.5,,,,,
NM0068,0,0,0,33957.5,,,,,
NM0069,0,0,0,33957.5,,,,,
NM0080,5.75,1.75,0.25,37536.24,,,,,
NM0081,0,0,0,33957.5,,,,,
NM0082,0.25,0.25,0,34085.35,,,,,
NM0083,0,0,0,33957.5,,,,,
NM0084,0,0,0,33957.5,,,,,
NM0085,0,0,0,33957.5,,,,,
NM0087,0,0,0,33957.5,,,,,
NM0089,0,0,0,33957.5,,,,,
NM0090,0,0,0,33957.5,,,,,
NM0093,0,0,0,33957.5,,,,,
NM0095,0,0,0,33957.5,,,,,
NM0161,0,0,0,33957.5,,,,,
NM0502,94.6,91.6,1.2,93090.28,,,,,
NM0511,12.8,12.2,0,40218.58,,,,,
NM0512,14.2,11.8,0,40079.98,,,,,
NM0560,11.4,10.2,1.2,51396.32,,,,,
NM0561,0.2,0,0,33964.83,,,,,
NM0562,0.2,0.2,0,34059.78,,,,,
NM0563,0.4,0.4,0,34162.05,,,,,
NM0564,0.4,0.4,0,34162.05,,,,,
NM0565,0,0,0,33957.5,,,,,
NM0566,0,0,0,33957.5,,,,,
NM0567,0.4,0.2,0,34067.11,,,,,
NM0568,0,0,0,33957.5,,,,,
NM0571,0,0,0,33957.5,,,,,
NM0573,0,0,0,33957.5,,,,,
NM0574,0,0,0,33957.5,,,,,
NM0575,0,0,0,33957.5,,,,,
NM0576,0.75,0.5,0,34222.36,,,,,
NM0577,0,0,0,33957.5,,,,,
NM0578,0,0,0,33957.5,,,,,
NM1254,3.6,3,0,35513.68,,,,,
NM1293,1,0.8,0,34373.95,,,,,
NM1299,0,0,0,33957.5,,,,,
NM1322,0,0,0,33957.5,,,,,
NM1356,0,0,0,33957.5,,,,,
NM1428,1.2,1,0,34476.23,,,,,
NM1431,4.8,4.6,2.2,58644.62,,,,,
NM1432,0.8,0.4,0,34176.72,,,,,
NM1437,0.6,0.4,0,34169.39,,,,,
NM1438,0,0,0,33957.5,,,,,
NM1448,0.2,0.2,0,34059.78,,,,,
NM1452,0,0,0,33957.5,,,,,
NM1453,0,0,0,33957.5,,,,,
NM1455,6.8,1.6,0,34966.32,,,,,
NM1464,10,9.6,0.6,44970.88,,,,,
NM1465,32.4,30.2,1.8,67750.26,,,,,
NM1467,1.8,1.4,0,34688.12,,,,,
NM1471,3.2,3.2,0,35593.98,,,,,
NM1472,9.6,9,1.6,54820.16,,,,,
NM1473,1.8,1.8,0,34878.02,,,,,
NM1475,2,1.4,0,34695.45,,,,,
NM1478,1.8,1.4,0.6,40777.39,,,,,
NM1479,0.8,0.6,0,34271.67,,,,,
NM1481,0.4,0,0,33972.16,,,,,
NM1483,0,0,0,33957.5,,,,,
NM1484,0.2,0.2,0,34059.78,,,,,
NM1489,6.6,6,2.2,59375.24,,,,,
NM1494,0.2,0,0,33964.83,,,,,
NM1495,284.6,269.4,12.8,302190.43,,,,,
NM1497,30.8,30.6,4.4,94268.38,,,,,
NM1502,37.6,34.6,2.4,76119.01,,,,,
NM1504,0.25,0,0,33966.66,,,,,
NM1506,0,0,0,33957.5,,,,,
NM1511,0.2,0.2,0,34059.78,,,,,
NM1514,0,0,0,33957.5,,,,,
NM1518,0.2,0.2,0,34059.78,,,,,
NM1519,20.2,16.6,1.6,58816.76,,,,,
NM1520,2.8,2.4,0,35199.52,,,,,
NM1521,3.2,1.6,0.6,40923.65,,,,,
NM1522,4.8,4,0.4,40091.94,,,,,
NM1523,8,6.2,0.6,43283.43,,,,,
NM1524,1.8,1.8,0.2,36907.78,,,,,
NM1525,5,4.8,0,36419.55,,,,,
NM1529,0,0,0,33957.5,,,,,
NM1532,7.6,5.4,1.6,53037.76,,,,,
NM1533,17,12.8,1.2,52835.91,,,,,
NM1534,1.8,1.6,0,34783.07,,,,,
NM1535,0.2,0.2,0,34059.78,,,,,
NM1536,29,24.4,1.2,58782.81,,,,,
NM1538,0,0,0,33957.5,,,,,
NM1539,0,0,0,33957.5,,,,,
NM1540,0.4,0.4,0,34162.06,,,,,
NM1542,9.4,7.6,1.2,50088.66,,,,,
NM1544,2.4,1.8,0,34900.01,,,,,
NM1545,0,0,0,33957.5,,,,,
NM1546,0,0,0,33957.5,,,,,
NM1551,1.4,0.8,0,34388.61,,,,,
NM1554,0,0,0,33957.5,,,,,
NM1556,2.6,1.8,0,34907.34,,,,,
NM1558,0,0,0,33957.5,,,,,
NM1559,0,0,0,0,,,,,
NM1562,0.8,0.6,0,34271.67,,,,,
NM1563,7.8,6.2,0.2,39216.58,,,,,
NM1569,6.4,4.8,0,36470.86,,,,,
NM1572,3,2.8,0.2,37426.51,,,,,
NM1573,0,0,0,33957.5,,,,,
NM1574,0,0,0,33957.5,,,,,
NM1575,1.4,1.2,0,34578.51,,,,,
NM1577,48.6,46.2,11.8,177427.94,,,,,
NM1578,0,0,0,33957.5,,,,,
NM1579,9.6,8.2,1.2,50380.84,,,,,
NM1581,1,0.8,0,34373.95,,,,,
NM1583,3.8,0.8,0,34476.57,,,,,
NM1585,25.6,22.4,2.2,67857.5,,,,,
NM1589,3,0,0,34067.45,,,,,
NM1590,0.4,0,0,33972.16,,,,,
NM1591,1,0.8,0,34373.95,,,,,
NM1592,0,0,0,33957.49,,,,,
NM1595,11.4,10.4,0.8,47431.75,,,,,
NM1596,0,0,0,33957.5,,,,,
NM1597,0,0,0,33957.5,,,,,
NM1598,11.5,8.25,4.75,86502.44,,,,,
NM1599,0,0,0,33957.5,,,,,
NM1600,1.6,1,0,34490.89,,,,,
NM1601,2.5,2.5,0,35236,,,,,
NM1604,0,0,0,33957.5,,,,,
NM1605,3,2,0,35016.95,,,,,
NM1606,0.5,0.25,0,34094.51,,,,,
NM1607,6.75,5.25,0.5,41771.72,,,,,
NM1608,0,0,0,33957.5,,,,,
NM1609,0,0,0,33957.5,,,,,
NM1612,0,0,0,33957.5,,,,,
NM1613,0,0,0,33957.5,,,,,
NM1614,0,0,0,33957.5,,,,,
NM1615,0,0,0,33957.5,,,,,
NM1616,0,0,0,33957.5,,,,,
NM1618,0.5,0.5,0,34213.2,,,,,
NV0012,40.2,33.6,2.8,79799.07,,,,,
NV0013,91.2,84,1.2,89357.57,,,,,
NV0014,7.6,3.4,0,35850.19,,,,,
NV0288,14.6,14.2,1.4,55442.35,,,,,
NV0294,194.4,184.8,1.6,145054.21,,,,,
NV0304,190.8,176.6,4.4,169445.95,,,,,
NV5463,10.4,9,1.2,50789.96,,,,,
NV5911,0,0,0,33957.5,,,,,
NV6490,0,0,0,33957.5,,,,,
NV6657,0,0,0,33957.5,,,,,
NV6709,6.6,5,0.8,44692.18,,,,,
NV6776,1,0.5,0,34231.52,,,,,
NV6989,0.2,0,0,33964.83,,,,,
NV7000,0.4,0.2,0,34067.11,,,,,
NV7108,0.4,0.4,0,34162.06,,,,,
NV7109,1.2,0.8,0,34381.28,,,,,
NV7253,3.2,2.4,0,35214.18,,,,,
NV7277,0.6,0,0,33979.49,,,,,
NV7300,3.2,2.4,0,35214.18,,,,,
NV7330,0.4,0.4,0,34162.06,,,,,
NV7359,3.6,2.2,1,45282.68,,,,,
NV7360,19.6,18.8,2.8,72017.77,,,,,
NV7393,1.75,1,0,34496.38,,,,,
NV7435,6.8,6,0,37055.22,,,,,
NV7497,0,0,0,33957.5,,,,,
NV7515,0.2,0,0,33964.83,,,,,
NV7516,20,17.2,4.8,91570.42,,,,,
NV7520,0,0,0,33957.5,,,,,
NV7565,1.8,0.2,0,34118.42,,,,,
NV7578,25.4,20.4,1.6,60811.39,,,,,
NV7602,70,61.8,3.8,104428,,,,,
NV7612,10.4,7,0.8,45780.95,,,,,
NV7625,68.6,62.4,2.2,88423.46,,,,,
NV7627,0.2,0,0,33964.83,,,,,
NV7628,0.6,0.2,0,34074.44,,,,,
NV7676,0.2,0,0,33964.83,,,,,
NV7678,5.6,3.2,0,35681.94,,,,,
NV7685,2.4,2.4,0,35184.86,,,,,
NV7694,1.2,1.2,0,34571.18,,,,,
NV7697,0,0,0,33957.5,,,,,
NV7700,20.4,17.8,2.4,67512.82,,,,,
NV7732,0,0,0,33957.5,,,,,
NV7735,1.2,1,0,34476.23,,,,,
NV7751,0.4,0.4,0,34162.06,,,,,
NV7789,0,0,0,33957.5,,,,,
NV7807,0,0,0,33957.5,,,,,
NV7860,0,0,0,33957.5,,,,,
NV7863,120.2,112.4,2.6,118111.65,,,,,
NV7869,1.4,1.2,0,34578.51,,,,,
NV7908,1.6,1.2,0,34585.84,,,,,
NV7909,0,0,0,33957.5,,,,,
NV7935,0.2,0,0,33964.83,,,,,
NV7968,1.6,1.2,0,34585.84,,,,,
NV7970,24.8,21.8,3.4,79721.88,,,,,
NV8000,11.4,10,3.2,71598.96,,,,,
NV8080,0.6,0.4,0,34169.39,,,,,
NV8136,6.4,5.4,0,36755.71,,,,,
NV8137,0,0,0,33957.5,,,,,
NV8144,10.8,9.6,3.4,73416.82,,,,,
NV8160,0,0,0,33957.5,,,,,
NV8210,121,113.2,11,203770.63,,,,,
NV8229,0,0,0,33957.5,,,,,
NV8233,1.2,1,0,34476.23,,,,,
NV8262,0,0,0,33957.5,,,,,
NV8274,4,3.2,0,35623.29,,,,,
NV8277,1.2,1.2,0,34571.18,,,,,
NV8283,0,0,0,33957.5,,,,,
NV8323,0,0,0,33957.5,,,,,
NV8334,0,0,0,33957.5,,,,,
